PacBio_Accession	Genename_from_GTF	Genename_from_FASTA	ENSG_from_GC	PacBio_Descr_from_GTF	In_GTF	In_FASTA
ENSMUST00000233015.2	Vmn2r3	Vmn2r3	ENSMUSG00000091572	Vmn2r3|ENSMUST00000233015.2|nan	yes	yes
ENSMUST00000046514.13	Eprs1	Eprs1	ENSMUSG00000026615	Eprs1|ENSMUST00000046514.13|nan	yes	yes
ENSMUST00000170704.2	Dthd1	Dthd1	ENSMUSG00000090326	Dthd1|ENSMUST00000170704.2|nan	yes	yes
ENSMUST00000123879.8	Txndc16	Txndc16	ENSMUSG00000021830	Txndc16|ENSMUST00000123879.8|nan	yes	yes
ENSMUST00000045870.5	Rnf225	Rnf225	ENSMUSG00000033967	Rnf225|ENSMUST00000045870.5|nan	yes	yes
ENSMUST00000119365.8	Itga10	Itga10	ENSMUSG00000090210	Itga10|ENSMUST00000119365.8|nan	yes	yes
ENSMUST00000155068.2	Tut4	Tut4	ENSMUSG00000034610	Tut4|ENSMUST00000155068.2|nan	yes	yes
ENSMUST00000095757.4	Nat8f4	Nat8f4	ENSMUSG00000068299	Nat8f4|ENSMUST00000095757.4|nan	yes	yes
ENSMUST00000000326.12	Bcl6b	Bcl6b	ENSMUSG00000000317	Bcl6b|ENSMUST00000000326.12|nan	yes	yes
ENSMUST00000172975.3	Esrra	Esrra	ENSMUSG00000024955	Esrra|ENSMUST00000172975.3|nan	yes	yes
ENSMUST00000027146.9	Ikzf2	Ikzf2	ENSMUSG00000025997	Ikzf2|ENSMUST00000027146.9|nan	yes	yes
ENSMUST00000036606.14	Stard8	Stard8	ENSMUSG00000031216	Stard8|ENSMUST00000036606.14|nan	yes	yes
ENSMUST00000214734.2	Ccdc159	Ccdc159	ENSMUSG00000006241	Ccdc159|ENSMUST00000214734.2|nan	yes	yes
ENSMUST00000030986.15	Lrpap1	Lrpap1	ENSMUSG00000029103	Lrpap1|ENSMUST00000030986.15|nan	yes	yes
ENSMUST00000160534.2	Nat8f7	Nat8f7	ENSMUSG00000089694	Nat8f7|ENSMUST00000160534.2|nan	yes	yes
ENSMUST00000020440.7	Timm13	Timm13	ENSMUSG00000020219	Timm13|ENSMUST00000020440.7|nan	yes	yes
ENSMUST00000027503.14	Dtymk	Dtymk	ENSMUSG00000026281	Dtymk|ENSMUST00000027503.14|nan	yes	yes
ENSMUST00000121785.9	Palld	Palld	ENSMUSG00000058056	Palld|ENSMUST00000121785.9|nan	yes	yes
ENSMUST00000135015.2	Faf2	Faf2	ENSMUSG00000025873	Faf2|ENSMUST00000135015.2|nan	yes	yes
ENSMUST00000011262.4	Panx3	Panx3	ENSMUSG00000011118	Panx3|ENSMUST00000011262.4|nan	yes	yes
ENSMUST00000210280.2	Fbxo25	Fbxo25	ENSMUSG00000038365	Fbxo25|ENSMUST00000210280.2|nan	yes	yes
ENSMUST00000082367.13	Cd36	Cd36	ENSMUSG00000002944	Cd36|ENSMUST00000082367.13|nan	yes	yes
ENSMUST00000023283.6	Lmf2	Lmf2	ENSMUSG00000022614	Lmf2|ENSMUST00000023283.6|nan	yes	yes
ENSMUST00000154725.2	Zcchc14	Zcchc14	ENSMUSG00000061410	Zcchc14|ENSMUST00000154725.2|nan	yes	yes
ENSMUST00000237219.2	As3mt	As3mt	ENSMUSG00000003559	As3mt|ENSMUST00000237219.2|nan	yes	yes
ENSMUST00000177428.2	Grn	Grn	ENSMUSG00000034708	Grn|ENSMUST00000177428.2|nan	yes	yes
ENSMUST00000044387.14	Slc23a4	Slc23a4	ENSMUSG00000029847	Slc23a4|ENSMUST00000044387.14|nan	yes	yes
ENSMUST00000060835.12	Tex14	Tex14	ENSMUSG00000010342	Tex14|ENSMUST00000060835.12|nan	yes	yes
ENSMUST00000166687.6	Rusc1	Rusc1	ENSMUSG00000041263	Rusc1|ENSMUST00000166687.6|nan	yes	yes
ENSMUST00000167113.8	Trim43b	Trim43b	ENSMUSG00000079162	Trim43b|ENSMUST00000167113.8|nan	yes	yes
ENSMUST00000056014.3	Ifne	Ifne	ENSMUSG00000045364	Ifne|ENSMUST00000056014.3|nan	yes	yes
ENSMUST00000171690.9	A830018L16Rik	A830018L16Rik	ENSMUSG00000057715	A830018L16Rik|ENSMUST00000171690.9|nan	yes	yes
ENSMUST00000110943.9	Gpatch2	Gpatch2	ENSMUSG00000039210	Gpatch2|ENSMUST00000110943.9|nan	yes	yes
ENSMUST00000108661.8	Chd3	Chd3	ENSMUSG00000018474	Chd3|ENSMUST00000108661.8|nan	yes	yes
ENSMUST00000207492.3	Or2d3b	Or2d3b	ENSMUSG00000073899	Or2d3b|ENSMUST00000207492.3|nan	yes	yes
ENSMUST00000061717.4	Pcdhb6	Pcdhb6	ENSMUSG00000051678	Pcdhb6|ENSMUST00000061717.4|nan	yes	yes
ENSMUST00000046206.5	Rprd1a	Rprd1a	ENSMUSG00000040446	Rprd1a|ENSMUST00000046206.5|nan	yes	yes
ENSMUST00000198526.5	Srrt	Srrt	ENSMUSG00000037364	Srrt|ENSMUST00000198526.5|nan	yes	yes
ENSMUST00000096350.11	Maff	Maff	ENSMUSG00000042622	Maff|ENSMUST00000096350.11|nan	yes	yes
ENSMUST00000089161.10	Tnfrsf13c	Tnfrsf13c	ENSMUSG00000068105	Tnfrsf13c|ENSMUST00000089161.10|nan	yes	yes
ENSMUST00000030044.3	Orm1	Orm1	ENSMUSG00000039196	Orm1|ENSMUST00000030044.3|nan	yes	yes
ENSMUST00000165565.8	Zfp207	Zfp207	ENSMUSG00000017421	Zfp207|ENSMUST00000165565.8|nan	yes	yes
ENSMUST00000044953.3	Semg1	Semg1	ENSMUSG00000040132	Semg1|ENSMUST00000044953.3|nan	yes	yes
ENSMUST00000118471.8	Klc1	Klc1	ENSMUSG00000021288	Klc1|ENSMUST00000118471.8|nan	yes	yes
ENSMUST00000059331.9	Mypop	Mypop	ENSMUSG00000048481	Mypop|ENSMUST00000059331.9|nan	yes	yes
ENSMUST00000189670.7	Trip12	Trip12	ENSMUSG00000026219	Trip12|ENSMUST00000189670.7|nan	yes	yes
ENSMUST00000028121.15	Acbd5	Acbd5	ENSMUSG00000026781	Acbd5|ENSMUST00000028121.15|nan	yes	yes
ENSMUST00000031175.12	Tmprss11d	Tmprss11d	ENSMUSG00000061259	Tmprss11d|ENSMUST00000031175.12|nan	yes	yes
ENSMUST00000069259.9	Iqcd	Iqcd	ENSMUSG00000029601	Iqcd|ENSMUST00000069259.9|nan	yes	yes
ENSMUST00000061837.11	Neurl4	Neurl4	ENSMUSG00000047284	Neurl4|ENSMUST00000061837.11|nan	yes	yes
ENSMUST00000155901.8	Cnot6l	Cnot6l	ENSMUSG00000034724	Cnot6l|ENSMUST00000155901.8|nan	yes	yes
ENSMUST00000142472.8	Tcam1	Tcam1	ENSMUSG00000020712	Tcam1|ENSMUST00000142472.8|nan	yes	yes
ENSMUST00000005841.16	Ctcf	Ctcf	ENSMUSG00000005698	Ctcf|ENSMUST00000005841.16|nan	yes	yes
ENSMUST00000047091.14	Btbd10	Btbd10	ENSMUSG00000038187	Btbd10|ENSMUST00000047091.14|nan	yes	yes
ENSMUST00000098938.9	Arhgef7	Arhgef7	ENSMUSG00000031511	Arhgef7|ENSMUST00000098938.9|nan	yes	yes
ENSMUST00000145827.8	Zfp827	Zfp827	ENSMUSG00000071064	Zfp827|ENSMUST00000145827.8|nan	yes	yes
ENSMUST00000057910.16	Rexo1	Rexo1	ENSMUSG00000047417	Rexo1|ENSMUST00000057910.16|nan	yes	yes
ENSMUST00000094348.4	Ccdc190	Ccdc190	ENSMUSG00000070532	Ccdc190|ENSMUST00000094348.4|nan	yes	yes
ENSMUST00000031937.4	Moxd2	Moxd2	ENSMUSG00000029885	Moxd2|ENSMUST00000031937.4|nan	yes	yes
ENSMUST00000176250.2	Nptn	Nptn	ENSMUSG00000032336	Nptn|ENSMUST00000176250.2|nan	yes	yes
ENSMUST00000017408.14	Exosc10	Exosc10	ENSMUSG00000017264	Exosc10|ENSMUST00000017408.14|nan	yes	yes
ENSMUST00000171415.8	Ndufb8	Ndufb8	ENSMUSG00000025204	Ndufb8|ENSMUST00000171415.8|nan	yes	yes
ENSMUST00000071812.11	Iqgap3	Iqgap3	ENSMUSG00000028068	Iqgap3|ENSMUST00000071812.11|nan	yes	yes
ENSMUST00000073892.6	Fxyd7	Fxyd7	ENSMUSG00000036578	Fxyd7|ENSMUST00000073892.6|nan	yes	yes
ENSMUST00000116612.3	Rxrb	Rxrb	ENSMUSG00000039656	Rxrb|ENSMUST00000116612.3|nan	yes	yes
ENSMUST00000081236.3	Or5b96	Or5b96	ENSMUSG00000057817	Or5b96|ENSMUST00000081236.3|nan	yes	yes
ENSMUST00000076521.7	Irf6	Irf6	ENSMUSG00000026638	Irf6|ENSMUST00000076521.7|nan	yes	yes
ENSMUST00000237247.2	Pou4f3	Pou4f3	ENSMUSG00000024497	Pou4f3|ENSMUST00000237247.2|nan	yes	yes
ENSMUST00000038684.6	Fhl3	Fhl3	ENSMUSG00000032643	Fhl3|ENSMUST00000038684.6|nan	yes	yes
ENSMUST00000211649.2	Slc8a2	Slc8a2	ENSMUSG00000030376	Slc8a2|ENSMUST00000211649.2|nan	yes	yes
ENSMUST00000232344.2	Ydjc	Ydjc	ENSMUSG00000041774	Ydjc|ENSMUST00000232344.2|nan	yes	yes
ENSMUST00000212205.2	Wwp2	Wwp2	ENSMUSG00000031930	Wwp2|ENSMUST00000212205.2|nan	yes	yes
ENSMUST00000105507.5	Ppil6	Ppil6	ENSMUSG00000078451	Ppil6|ENSMUST00000105507.5|nan	yes	yes
ENSMUST00000027277.7	Stat4	Stat4	ENSMUSG00000062939	Stat4|ENSMUST00000027277.7|nan	yes	yes
ENSMUST00000030292.12	Tm2d1	Tm2d1	ENSMUSG00000028563	Tm2d1|ENSMUST00000030292.12|nan	yes	yes
ENSMUST00000161166.8	Pip4p1	Pip4p1	ENSMUSG00000035953	Pip4p1|ENSMUST00000161166.8|nan	yes	yes
ENSMUST00000022808.14	Pabpn1	Pabpn1	ENSMUSG00000022194	Pabpn1|ENSMUST00000022808.14|nan	yes	yes
ENSMUST00000101436.3	Lrrc61	Lrrc61	ENSMUSG00000073096	Lrrc61|ENSMUST00000101436.3|nan	yes	yes
ENSMUST00000107858.9	Car10	Car10	ENSMUSG00000056158	Car10|ENSMUST00000107858.9|nan	yes	yes
ENSMUST00000115543.3	Srpx	Srpx	ENSMUSG00000090084	Srpx|ENSMUST00000115543.3|nan	yes	yes
ENSMUST00000207211.2	Tspan32	Tspan32	ENSMUSG00000000244	Tspan32|ENSMUST00000207211.2|nan	yes	yes
ENSMUST00000118525.9	Ankrd29	Ankrd29	ENSMUSG00000057766	Ankrd29|ENSMUST00000118525.9|nan	yes	yes
ENSMUST00000051005.5	Htr1b	Htr1b	ENSMUSG00000049511	Htr1b|ENSMUST00000051005.5|nan	yes	yes
ENSMUST00000029147.16	Nfs1	Nfs1	ENSMUSG00000027618	Nfs1|ENSMUST00000029147.16|nan	yes	yes
ENSMUST00000107359.9	Megf9	Megf9	ENSMUSG00000039270	Megf9|ENSMUST00000107359.9|nan	yes	yes
ENSMUST00000227326.2	Vmn1r200	Vmn1r200	ENSMUSG00000101073	Vmn1r200|ENSMUST00000227326.2|nan	yes	yes
ENSMUST00000152877.8	Ing3	Ing3	ENSMUSG00000029670	Ing3|ENSMUST00000152877.8|nan	yes	yes
ENSMUST00000091284.5	Nceh1	Nceh1	ENSMUSG00000027698	Nceh1|ENSMUST00000091284.5|nan	yes	yes
ENSMUST00000024249.5	Prph	Prph	ENSMUSG00000023484	Prph|ENSMUST00000024249.5|nan	yes	yes
ENSMUST00000022665.4	Rhobtb2	Rhobtb2	ENSMUSG00000022075	Rhobtb2|ENSMUST00000022665.4|nan	yes	yes
ENSMUST00000052778.10	Zbtb12	Zbtb12	ENSMUSG00000049823	Zbtb12|ENSMUST00000052778.10|nan	yes	yes
ENSMUST00000030184.12	Tpm2	Tpm2	ENSMUSG00000028464	Tpm2|ENSMUST00000030184.12|nan	yes	yes
ENSMUST00000048187.6	Ppp1r14a	Ppp1r14a	ENSMUSG00000037166	Ppp1r14a|ENSMUST00000048187.6|nan	yes	yes
ENSMUST00000070607.9	Haus6	Haus6	ENSMUSG00000038047	Haus6|ENSMUST00000070607.9|nan	yes	yes
ENSMUST00000001172.12	Ankrd39	Ankrd39	ENSMUSG00000079610	Ankrd39|ENSMUST00000001172.12|nan	yes	yes
ENSMUST00000115310.9	Trp63	Trp63	ENSMUSG00000022510	Trp63|ENSMUST00000115310.9|nan	yes	yes
ENSMUST00000167678.2	Aspscr1	Aspscr1	ENSMUSG00000025142	Aspscr1|ENSMUST00000167678.2|nan	yes	yes
ENSMUST00000058772.2	Vmn1r76	Vmn1r76	ENSMUSG00000115267	Vmn1r76|ENSMUST00000058772.2|nan	yes	yes
ENSMUST00000177258.3	Mterf1b	Mterf1b	ENSMUSG00000053178	Mterf1b|ENSMUST00000177258.3|nan	yes	yes
ENSMUST00000128684.2	Pacsin3	Pacsin3	ENSMUSG00000027257	Pacsin3|ENSMUST00000128684.2|nan	yes	yes
ENSMUST00000054254.12	Proser2	Proser2	ENSMUSG00000045319	Proser2|ENSMUST00000054254.12|nan	yes	yes
ENSMUST00000062041.6	Crppa	Crppa	ENSMUSG00000043153	Crppa|ENSMUST00000062041.6|nan	yes	yes
ENSMUST00000029773.13	Cnn3	Cnn3	ENSMUSG00000053931	Cnn3|ENSMUST00000029773.13|nan	yes	yes
ENSMUST00000193682.6	Map4k4	Map4k4	ENSMUSG00000026074	Map4k4|ENSMUST00000193682.6|nan	yes	yes
ENSMUST00000238808.2	Sall3	Sall3	ENSMUSG00000024565	Sall3|ENSMUST00000238808.2|nan	yes	yes
ENSMUST00000188594.7	Abi2	Abi2	ENSMUSG00000026782	Abi2|ENSMUST00000188594.7|nan	yes	yes
ENSMUST00000035120.6	Cck	Cck	ENSMUSG00000032532	Cck|ENSMUST00000035120.6|nan	yes	yes
ENSMUST00000037977.15	Ccpg1	Ccpg1	ENSMUSG00000034563	Ccpg1|ENSMUST00000037977.15|nan	yes	yes
ENSMUST00000176798.8	Ppp2r1b	Ppp2r1b	ENSMUSG00000032058	Ppp2r1b|ENSMUST00000176798.8|nan	yes	yes
ENSMUST00000173136.2	Il1rap	Il1rap	ENSMUSG00000022514	Il1rap|ENSMUST00000173136.2|nan	yes	yes
ENSMUST00000126305.8	Ankrd42	Ankrd42	ENSMUSG00000041343	Ankrd42|ENSMUST00000126305.8|nan	yes	yes
ENSMUST00000029915.6	Tstd3	Tstd3	ENSMUSG00000028251	Tstd3|ENSMUST00000029915.6|nan	yes	yes
ENSMUST00000086210.6	Vmn2r54	Vmn2r54	ENSMUSG00000096593	Vmn2r54|ENSMUST00000086210.6|nan	yes	yes
ENSMUST00000238675.2	Cacna1d	Cacna1d	ENSMUSG00000015968	Cacna1d|ENSMUST00000238675.2|nan	yes	yes
ENSMUST00000105525.12	Ahi1	Ahi1	ENSMUSG00000019986	Ahi1|ENSMUST00000105525.12|nan	yes	yes
ENSMUST00000203131.3	Antxr1	Antxr1	ENSMUSG00000033420	Antxr1|ENSMUST00000203131.3|nan	yes	yes
ENSMUST00000220499.3	Eif1ad12	Eif1ad12	ENSMUSG00000113805	Eif1ad12|ENSMUST00000220499.3|nan	yes	yes
ENSMUST00000120672.8	Ercc8	Ercc8	ENSMUSG00000021694	Ercc8|ENSMUST00000120672.8|nan	yes	yes
ENSMUST00000202599.4	Tbc1d19	Tbc1d19	ENSMUSG00000039178	Tbc1d19|ENSMUST00000202599.4|nan	yes	yes
ENSMUST00000092033.4	Rbms2	Rbms2	ENSMUSG00000040043	Rbms2|ENSMUST00000092033.4|nan	yes	yes
ENSMUST00000172035.8	Gemin5	Gemin5	ENSMUSG00000037275	Gemin5|ENSMUST00000172035.8|nan	yes	yes
ENSMUST00000219368.3	Txnrd1	Txnrd1	ENSMUSG00000020250	Txnrd1|ENSMUST00000219368.3|nan	yes	yes
ENSMUST00000102637.8	Ampd2	Ampd2	ENSMUSG00000027889	Ampd2|ENSMUST00000102637.8|nan	yes	yes
ENSMUST00000109723.8	Mta1	Mta1	ENSMUSG00000021144	Mta1|ENSMUST00000109723.8|nan	yes	yes
ENSMUST00000081940.11	Uba52	Uba52	ENSMUSG00000090137	Uba52|ENSMUST00000081940.11|nan	yes	yes
ENSMUST00000013737.13	Ndufs2	Ndufs2	ENSMUSG00000013593	Ndufs2|ENSMUST00000013737.13|nan	yes	yes
ENSMUST00000028781.9	Atrn	Atrn	ENSMUSG00000027312	Atrn|ENSMUST00000028781.9|nan	yes	yes
ENSMUST00000177955.8	Naxd	Naxd	ENSMUSG00000031505	Naxd|ENSMUST00000177955.8|nan	yes	yes
ENSMUST00000049169.6	Sin3a	Sin3a	ENSMUSG00000042557	Sin3a|ENSMUST00000049169.6|nan	yes	yes
ENSMUST00000000163.13	Igsf5	Igsf5	ENSMUSG00000000159	Igsf5|ENSMUST00000000163.13|nan	yes	yes
ENSMUST00000061391.9	Ccdc89	Ccdc89	ENSMUSG00000044362	Ccdc89|ENSMUST00000061391.9|nan	yes	yes
ENSMUST00000071233.7	Zfp516	Zfp516	ENSMUSG00000058881	Zfp516|ENSMUST00000071233.7|nan	yes	yes
ENSMUST00000190096.7	Agap1	Agap1	ENSMUSG00000055013	Agap1|ENSMUST00000190096.7|nan	yes	yes
ENSMUST00000020712.5	4921536K21Rik	4921536K21Rik	ENSMUSG00000020434	4921536K21Rik|ENSMUST00000020712.5|nan	yes	yes
ENSMUST00000108425.8	Crk	Crk	ENSMUSG00000017776	Crk|ENSMUST00000108425.8|nan	yes	yes
ENSMUST00000011895.14	Sptbn4	Sptbn4	ENSMUSG00000011751	Sptbn4|ENSMUST00000011895.14|nan	yes	yes
ENSMUST00000215746.2	Acvr2b	Acvr2b	ENSMUSG00000061393	Acvr2b|ENSMUST00000215746.2|nan	yes	yes
ENSMUST00000054555.10	Zfp41	Zfp41	ENSMUSG00000047003	Zfp41|ENSMUST00000054555.10|nan	yes	yes
ENSMUST00000232705.2	Brpf3	Brpf3	ENSMUSG00000063952	Brpf3|ENSMUST00000232705.2|nan	yes	yes
ENSMUST00000108531.8	Nup88	Nup88	ENSMUSG00000040667	Nup88|ENSMUST00000108531.8|nan	yes	yes
ENSMUST00000145282.8	Hnrnpr	Hnrnpr	ENSMUSG00000066037	Hnrnpr|ENSMUST00000145282.8|nan	yes	yes
ENSMUST00000110557.5	Polr1d	Polr1d	ENSMUSG00000029642	Polr1d|ENSMUST00000110557.5|nan	yes	yes
ENSMUST00000044530.3	Smyd4	Smyd4	ENSMUSG00000018809	Smyd4|ENSMUST00000044530.3|nan	yes	yes
ENSMUST00000192807.6	Mbnl1	Mbnl1	ENSMUSG00000027763	Mbnl1|ENSMUST00000192807.6|nan	yes	yes
ENSMUST00000165027.9	Ifrd1	Ifrd1	ENSMUSG00000001627	Ifrd1|ENSMUST00000165027.9|nan	yes	yes
ENSMUST00000001036.11	Tyk2	Tyk2	ENSMUSG00000032175	Tyk2|ENSMUST00000001036.11|nan	yes	yes
ENSMUST00000053926.12	Gm49486	Gm49486	ENSMUSG00000116121	Gm49486|ENSMUST00000053926.12|nan	yes	yes
ENSMUST00000049388.9	Commd10	Commd10	ENSMUSG00000042705	Commd10|ENSMUST00000049388.9|nan	yes	yes
ENSMUST00000169459.4	Pdzd7	Pdzd7	ENSMUSG00000074818	Pdzd7|ENSMUST00000169459.4|nan	yes	yes
ENSMUST00000035973.5	Klhl13	Klhl13	ENSMUSG00000036782	Klhl13|ENSMUST00000035973.5|nan	yes	yes
ENSMUST00000043680.9	Tubg1	Tubg1	ENSMUSG00000035198	Tubg1|ENSMUST00000043680.9|nan	yes	yes
ENSMUST00000032151.3	Eif4e3	Eif4e3	ENSMUSG00000093661	Eif4e3|ENSMUST00000032151.3|nan	yes	yes
ENSMUST00000078521.7	Dyrk4	Dyrk4	ENSMUSG00000030345	Dyrk4|ENSMUST00000078521.7|nan	yes	yes
ENSMUST00000231252.2	Fst	Fst	ENSMUSG00000021765	Fst|ENSMUST00000231252.2|nan	yes	yes
ENSMUST00000094762.10	Relb	Relb	ENSMUSG00000002983	Relb|ENSMUST00000094762.10|nan	yes	yes
ENSMUST00000162893.2	Amhr2	Amhr2	ENSMUSG00000023047	Amhr2|ENSMUST00000162893.2|nan	yes	yes
ENSMUST00000060818.2	Rnf208	Rnf208	ENSMUSG00000044628	Rnf208|ENSMUST00000060818.2|nan	yes	yes
ENSMUST00000101265.9	Ltc4s	Ltc4s	ENSMUSG00000020377	Ltc4s|ENSMUST00000101265.9|nan	yes	yes
ENSMUST00000055100.14	Gng2	Gng2	ENSMUSG00000043004	Gng2|ENSMUST00000055100.14|nan	yes	yes
ENSMUST00000189533.7	Ktn1	Ktn1	ENSMUSG00000021843	Ktn1|ENSMUST00000189533.7|nan	yes	yes
ENSMUST00000111315.9	Adamts4	Adamts4	ENSMUSG00000006403	Adamts4|ENSMUST00000111315.9|nan	yes	yes
ENSMUST00000035925.7	Slc7a6os	Slc7a6os	ENSMUSG00000033106	Slc7a6os|ENSMUST00000035925.7|nan	yes	yes
ENSMUST00000039956.6	Slc41a2	Slc41a2	ENSMUSG00000034591	Slc41a2|ENSMUST00000039956.6|nan	yes	yes
ENSMUST00000069298.13	Hps1	Hps1	ENSMUSG00000025188	Hps1|ENSMUST00000069298.13|nan	yes	yes
ENSMUST00000069408.10	Izumo1r	Izumo1r	ENSMUSG00000031933	Izumo1r|ENSMUST00000069408.10|nan	yes	yes
ENSMUST00000202419.3	Inpp5f	Inpp5f	ENSMUSG00000042105	Inpp5f|ENSMUST00000202419.3|nan	yes	yes
ENSMUST00000108959.3	Gm14412	Gm14412	ENSMUSG00000078868	Gm14412|ENSMUST00000108959.3|nan	yes	yes
ENSMUST00000123646.2	Mrps18a	Mrps18a	ENSMUSG00000023967	Mrps18a|ENSMUST00000123646.2|nan	yes	yes
ENSMUST00000132341.2	Lrp2bp	Lrp2bp	ENSMUSG00000031637	Lrp2bp|ENSMUST00000132341.2|nan	yes	yes
ENSMUST00000238137.2	Ankrd2	Ankrd2	ENSMUSG00000025172	Ankrd2|ENSMUST00000238137.2|nan	yes	yes
ENSMUST00000162578.8	Ndrg4	Ndrg4	ENSMUSG00000036564	Ndrg4|ENSMUST00000162578.8|nan	yes	yes
ENSMUST00000249497.1	Gm5799	Gm5799	ENSMUSG00000091477	Gm5799|ENSMUST00000249497.1|nan	yes	yes
ENSMUST00000236220.2	Dym	Dym	ENSMUSG00000035765	Dym|ENSMUST00000236220.2|nan	yes	yes
ENSMUST00000224371.2	Tnfrsf19	Tnfrsf19	ENSMUSG00000060548	Tnfrsf19|ENSMUST00000224371.2|nan	yes	yes
ENSMUST00000238608.2	Dlg2	Dlg2	ENSMUSG00000052572	Dlg2|ENSMUST00000238608.2|nan	yes	yes
ENSMUST00000039177.12	Dpyd	Dpyd	ENSMUSG00000033308	Dpyd|ENSMUST00000039177.12|nan	yes	yes
ENSMUST00000075610.13	Pstk	Pstk	ENSMUSG00000063179	Pstk|ENSMUST00000075610.13|nan	yes	yes
ENSMUST00000055604.6	Zfp526	Zfp526	ENSMUSG00000046541	Zfp526|ENSMUST00000055604.6|nan	yes	yes
ENSMUST00000146629.3	Cnih1	Cnih1	ENSMUSG00000015759	Cnih1|ENSMUST00000146629.3|nan	yes	yes
ENSMUST00000080030.14	Gspt1	Gspt1	ENSMUSG00000062203	Gspt1|ENSMUST00000080030.14|nan	yes	yes
ENSMUST00000100237.4	Ttf1	Ttf1	ENSMUSG00000026803	Ttf1|ENSMUST00000100237.4|nan	yes	yes
ENSMUST00000212416.2	Dock9	Dock9	ENSMUSG00000025558	Dock9|ENSMUST00000212416.2|nan	yes	yes
ENSMUST00000186761.2	Ktn1	Ktn1	ENSMUSG00000021843	Ktn1|ENSMUST00000186761.2|nan	yes	yes
ENSMUST00000044094.6	Hsd3b5	Hsd3b5	ENSMUSG00000038092	Hsd3b5|ENSMUST00000044094.6|nan	yes	yes
ENSMUST00000118161.3	Grm4	Grm4	ENSMUSG00000063239	Grm4|ENSMUST00000118161.3|nan	yes	yes
ENSMUST00000001672.12	Ifrd1	Ifrd1	ENSMUSG00000001627	Ifrd1|ENSMUST00000001672.12|nan	yes	yes
ENSMUST00000123187.2	Adarb2	Adarb2	ENSMUSG00000052551	Adarb2|ENSMUST00000123187.2|nan	yes	yes
ENSMUST00000087877.11	Gnas	Gnas	ENSMUSG00000027523	Gnas|ENSMUST00000087877.11|nan	yes	yes
ENSMUST00000112495.8	Tank	Tank	ENSMUSG00000064289	Tank|ENSMUST00000112495.8|nan	yes	yes
ENSMUST00000197992.2	Lhfpl3	Lhfpl3	ENSMUSG00000106379	Lhfpl3|ENSMUST00000197992.2|nan	yes	yes
ENSMUST00000084853.4	Gpd1l	Gpd1l	ENSMUSG00000050627	Gpd1l|ENSMUST00000084853.4|nan	yes	yes
ENSMUST00000168056.9	Rell2	Rell2	ENSMUSG00000044024	Rell2|ENSMUST00000168056.9|nan	yes	yes
ENSMUST00000029041.6	Fabp4	Fabp4	ENSMUSG00000062515	Fabp4|ENSMUST00000029041.6|nan	yes	yes
ENSMUST00000109762.8	Nfix	Nfix	ENSMUSG00000001911	Nfix|ENSMUST00000109762.8|nan	yes	yes
ENSMUST00000007584.4	Pcdhac1	Pcdhac1	ENSMUSG00000103255	Pcdhac1|ENSMUST00000007584.4|nan	yes	yes
ENSMUST00000226955.2	Ntaq1	Ntaq1	ENSMUSG00000022359	Ntaq1|ENSMUST00000226955.2|nan	yes	yes
ENSMUST00000151400.10	1700029H14Rik	1700029H14Rik	ENSMUSG00000031452	1700029H14Rik|ENSMUST00000151400.10|nan	yes	yes
ENSMUST00000102501.10	Vps39	Vps39	ENSMUSG00000027291	Vps39|ENSMUST00000102501.10|nan	yes	yes
ENSMUST00000051389.10	Synm	Synm	ENSMUSG00000030554	Synm|ENSMUST00000051389.10|nan	yes	yes
ENSMUST00000071891.12	Elac2	Elac2	ENSMUSG00000020549	Elac2|ENSMUST00000071891.12|nan	yes	yes
ENSMUST00000028293.12	Entr1	Entr1	ENSMUSG00000026927	Entr1|ENSMUST00000028293.12|nan	yes	yes
ENSMUST00000148550.8	Adcy10	Adcy10	ENSMUSG00000026567	Adcy10|ENSMUST00000148550.8|nan	yes	yes
ENSMUST00000102621.11	Stxbp3	Stxbp3	ENSMUSG00000027882	Stxbp3|ENSMUST00000102621.11|nan	yes	yes
ENSMUST00000173514.8	Il1rl1	Il1rl1	ENSMUSG00000026069	Il1rl1|ENSMUST00000173514.8|nan	yes	yes
ENSMUST00000096109.11	Pigx	Pigx	ENSMUSG00000023791	Pigx|ENSMUST00000096109.11|nan	yes	yes
ENSMUST00000061328.6	Sowahb	Sowahb	ENSMUSG00000045314	Sowahb|ENSMUST00000061328.6|nan	yes	yes
ENSMUST00000107818.9	Ankrd40	Ankrd40	ENSMUSG00000020864	Ankrd40|ENSMUST00000107818.9|nan	yes	yes
ENSMUST00000144826.2	Noct	Noct	ENSMUSG00000023087	Noct|ENSMUST00000144826.2|nan	yes	yes
ENSMUST00000112933.2	Cntf	Cntf	ENSMUSG00000079415	Cntf|ENSMUST00000112933.2|nan	yes	yes
ENSMUST00000236361.2	Stub1	Stub1	ENSMUSG00000039615	Stub1|ENSMUST00000236361.2|nan	yes	yes
ENSMUST00000101610.10	Rhbdd3	Rhbdd3	ENSMUSG00000034175	Rhbdd3|ENSMUST00000101610.10|nan	yes	yes
ENSMUST00000117529.8	Mtfr1	Mtfr1	ENSMUSG00000027601	Mtfr1|ENSMUST00000117529.8|nan	yes	yes
